aqi,co,no2,o3,pm10,pm2_5,quality,rank,so2,time_point
85,0.6,29,141,34,16,良,124,5,2019-06-28
94,0.6,27,152,36,16,良,106,5,2019-06-29
80,0.7,36,136,42,23,良,136,5,2019-06-30
69,0.7,36,122,36,20,良,230,6,2019-07-01
47,0.6,28,94,28,13,优,50,5,2019-07-02
37,0.6,29,68,20,10,优,31,4,2019-07-03
37,0.6,27,73,24,11,优,79,4,2019-07-04
50,0.6,25,100,30,13,优,94,5,2019-07-05
61,0.5,23,113,33,15,良,118,5,2019-07-06
49,0.5,19,98,31,14,优,129,4,2019-07-07
44,0.5,19,87,35,15,优,84,5,2019-07-08
38,0.6,23,76,35,18,优,195,5,2019-07-09
52,0.7,41,25,20,13,良,211,5,2019-07-10
63,0.8,45,115,32,20,良,63,6,2019-07-11
40,0.6,32,69,35,17,优,87,5,2019-07-12
46,0.5,23,92,41,20,优,186,5,2019-07-13
49,0.6,24,97,39,20,优,242,5,2019-07-14
75,0.7,28,130,47,23,良,116,5,2019-07-15
134,0.7,30,197,53,29,轻度污染,178,5,2019-07-16
142,0.8,40,206,68,40,轻度污染,280,8,2019-07-17
70,0.8,40,124,62,36,良,298,8,2019-07-18
62,0.8,49,86,54,29,良,243,8,2019-07-19
75,0.8,46,130,40,24,良,140,6,2019-07-20
49,0.7,39,67,34,19,优,102,6,2019-07-21
58,0.8,46,90,39,21,良,119,6,2019-07-22
54,0.8,43,69,32,18,良,160,5,2019-07-23
49,0.7,39,44,34,17,优,67,5,2019-07-24
65,0.6,31,117,32,15,良,89,6,2019-07-25
72,0.6,26,126,33,17,良,123,6,2019-07-26
87,0.6,26,144,35,18,良,93,6,2019-07-27
40,0.6,32,80,34,16,优,161,6,2019-07-28
62,0.6,32,114,33,17,良,176,6,2019-07-29
30,0.6,24,60,21,9,优,7,5,2019-07-30
28,0.5,22,25,18,8,优,93,5,2019-07-31
24,0.5,19,35,12,6,优,58,4,2019-08-01
37,0.6,27,74,20,10,优,21,5,2019-08-02
38,0.6,30,50,21,10,优,122,6,2019-08-03
83,0.6,32,139,36,18,良,79,6,2019-08-04
167,0.8,46,232,64,34,中度污染,269,7,2019-08-05
93,0.7,41,151,43,23,良,212,7,2019-08-06
164,0.7,44,229,46,27,中度污染,139,6,2019-08-07
96,0.7,42,155,45,25,良,98,8,2019-08-08
99,0.7,36,158,55,30,良,268,8,2019-08-09
108,0.7,35,168,58,36,轻度污染,296,9,2019-08-10
87,0.7,26,144,48,30,良,269,7,2019-08-11
96,0.7,29,155,37,22,良,143,7,2019-08-12
108,0.7,37,168,40,23,轻度污染,113,6,2019-08-13
120,0.7,33,182,47,25,轻度污染,114,8,2019-08-14
117,0.7,34,178,37,23,轻度污染,88,5,2019-08-15
107,0.7,36,167,37,21,轻度污染,81,7,2019-08-16
59,0.8,47,71,35,21,良,69,5,2019-08-17
39,0.7,31,54,23,11,优,47,5,2019-08-18
75,0.9,44,129,48,27,良,64,5,2019-08-19
72,0.8,38,126,38,23,良,142,6,2019-08-20
144,0.8,38,208,58,34,轻度污染,108,7,2019-08-21
157,0.8,45,222,57,33,中度污染,214,7,2019-08-22
70,0.9,51,124,56,33,良,127,8,2019-08-23
98,1,47,157,73,45,良,245,8,2019-08-24
53,0.9,35,81,56,36,良,256,7,2019-08-25
40,0.8,32,72,22,14,优,85,5,2019-08-26
43,0.7,34,76,28,14,优,131,6,2019-08-27
69,0.7,37,122,45,23,良,150,7,2019-08-28
43,0.7,34,85,38,19,优,244,6,2019-08-29
38,0.7,30,60,24,10,优,97,5,2019-08-30
39,0.7,31,54,23,12,优,55,5,2019-08-31
35,0.6,25,70,21,11,优,34,4,2019-09-01
29,0.6,23,35,16,7,优,13,4,2019-09-02
34,0.7,23,67,24,14,优,17,4,2019-09-03
35,0.7,28,64,25,16,优,21,5,2019-09-04
38,0.6,30,65,22,12,优,34,5,2019-09-05
59,0.6,34,110,33,14,良,93,5,2019-09-06
123,0.8,48,185,65,33,轻度污染,125,7,2019-09-07
131,0.9,39,194,66,40,轻度污染,258,6,2019-09-08
98,0.8,41,157,54,32,良,200,6,2019-09-09
106,0.6,35,166,38,20,轻度污染,162,7,2019-09-10
149,0.7,39,213,50,27,轻度污染,173,7,2019-09-11
166,0.7,43,231,51,31,中度污染,164,6,2019-09-12
119,0.6,22,180,41,24,轻度污染,177,6,2019-09-13
42,0.7,33,79,35,19,优,114,6,2019-09-14
97,0.7,38,156,44,25,良,170,7,2019-09-15
79,0.8,42,134,40,23,良,233,7,2019-09-16
95,0.9,42,153,41,27,良,122,5,2019-09-17
92,0.9,40,150,54,33,良,191,7,2019-09-18
105,0.8,31,165,60,34,轻度污染,239,8,2019-09-19
100,0.7,47,160,60,31,良,229,10,2019-09-20
120,0.8,40,181,73,38,轻度污染,264,10,2019-09-21
97,0.6,33,156,56,26,良,226,9,2019-09-22
90,0.6,37,147,52,26,良,178,7,2019-09-23
110,0.7,52,170,62,31,轻度污染,215,8,2019-09-24
127,0.8,61,189,78,41,轻度污染,201,10,2019-09-25
163,0.9,64,228,90,50,中度污染,247,9,2019-09-26
139,0.9,57,202,87,50,轻度污染,244,12,2019-09-27
142,0.9,61,206,84,50,轻度污染,235,10,2019-09-28
121,1,66,183,95,57,轻度污染,252,11,2019-09-29
142,1,67,206,89,51,轻度污染,191,13,2019-09-30
157,1.1,60,222,94,60,中度污染,265,15,2019-10-01
164,1,32,229,84,60,中度污染,276,10,2019-10-02
105,0.8,23,165,54,36,轻度污染,159,6,2019-10-03
103,0.7,26,163,46,29,轻度污染,136,7,2019-10-04
141,0.8,40,205,62,38,轻度污染,215,8,2019-10-05
80,0.7,34,136,45,25,良,254,8,2019-10-06
53,0.7,41,103,43,26,良,145,6,2019-10-07
78,0.9,41,133,70,48,良,270,8,2019-10-08
92,0.9,42,150,67,47,良,224,7,2019-10-09
141,0.9,51,205,71,42,轻度污染,207,8,2019-10-10
140,0.9,52,204,70,40,轻度污染,194,9,2019-10-11
155,1,56,220,88,53,中度污染,282,10,2019-10-12
50,0.9,33,88,50,34,优,302,6,2019-10-13
56,1,27,107,51,37,良,209,6,2019-10-14
55,0.9,28,106,45,32,良,189,6,2019-10-15
66,0.7,32,119,46,30,良,176,8,2019-10-16
82,0.7,33,138,49,30,良,158,8,2019-10-17
91,0.7,39,149,55,30,良,136,11,2019-10-18
112,0.8,43,173,66,38,轻度污染,156,10,2019-10-19
115,0.8,59,176,77,42,轻度污染,140,10,2019-10-20
137,0.9,60,200,91,49,轻度污染,207,10,2019-10-21
151,0.7,45,216,73,39,中度污染,159,8,2019-10-22
158,0.8,49,223,76,39,中度污染,130,10,2019-10-23
85,0.8,38,141,72,47,良,206,8,2019-10-24
152,0.8,44,217,74,47,中度污染,236,9,2019-10-25
66,0.8,48,84,82,45,良,231,9,2019-10-26
83,0.9,38,139,64,38,良,172,8,2019-10-27
55,1,44,31,46,24,良,183,9,2019-10-28
61,0.7,36,113,40,18,良,18,7,2019-10-29
63,0.6,45,110,76,33,良,89,8,2019-10-30
78,0.7,52,98,105,45,良,168,9,2019-10-31
100,0.9,76,159,115,54,良,231,11,2019-11-01
142,1,80,206,115,55,轻度污染,244,10,2019-11-02
100,0.8,45,159,97,48,良,259,12,2019-11-03
114,0.8,29,175,91,48,轻度污染,189,10,2019-11-04
99,0.7,37,158,89,49,良,177,10,2019-11-05
100,0.8,55,159,80,43,良,189,9,2019-11-06
83,0.7,41,139,72,40,良,201,10,2019-11-07
75,0.6,36,129,59,34,良,148,8,2019-11-08
88,0.7,48,145,70,40,良,86,9,2019-11-09
100,0.9,70,159,91,49,良,204,10,2019-11-10
124,0.9,81,186,110,57,轻度污染,257,12,2019-11-11
81,0.7,63,137,76,37,良,167,8,2019-11-12
104,0.8,58,164,91,46,轻度污染,194,10,2019-11-13
79,0.7,38,134,68,39,良,277,8,2019-11-14
122,0.9,81,184,119,64,轻度污染,260,10,2019-11-15
116,0.7,62,177,92,44,轻度污染,190,7,2019-11-16
104,0.7,60,164,75,34,轻度污染,158,7,2019-11-17
69,0.9,54,104,87,39,良,208,8,2019-11-18
57,0.7,30,108,40,20,良,76,7,2019-11-19
64,0.7,45,116,65,31,良,75,9,2019-11-20
85,0.8,68,128,84,40,良,130,11,2019-11-21
103,0.9,85,115,97,45,轻度污染,230,11,2019-11-22
116,1.1,111,163,124,61,轻度污染,249,11,2019-11-23
121,1,84,183,100,49,轻度污染,207,9,2019-11-24
79,1,63,132,105,55,良,300,11,2019-11-25
62,1,48,105,73,42,良,294,9,2019-11-26
77,0.9,52,132,78,40,良,246,12,2019-11-27
38,0.8,30,59,36,15,优,176,8,2019-11-28
47,0.8,37,71,42,22,优,83,7,2019-11-29
72,0.9,57,97,65,34,良,121,9,2019-11-30
68,1,54,94,77,38,良,258,13,2019-12-01
42,0.7,25,84,42,21,优,97,8,2019-12-02
54,0.6,33,104,57,31,良,97,10,2019-12-03
55,0.6,39,97,59,32,良,107,10,2019-12-04
52,0.5,35,82,54,27,良,76,11,2019-12-05
59,0.5,30,110,59,29,良,128,10,2019-12-06
55,0.5,36,105,53,30,良,88,11,2019-12-07
63,0.6,50,100,62,33,良,51,9,2019-12-08
101,0.8,82,74,88,44,轻度污染,137,11,2019-12-09
110,1.1,100,89,117,58,轻度污染,137,14,2019-12-10
112,1.2,103,104,126,62,轻度污染,215,13,2019-12-11
114,1,107,122,121,62,轻度污染,254,12,2019-12-12
117,1.2,114,145,139,66,轻度污染,166,12,2019-12-13
122,1.3,123,159,154,76,轻度污染,200,12,2019-12-14
104,0.9,88,108,106,51,轻度污染,225,10,2019-12-15
97,0.8,77,72,74,31,良,148,9,2019-12-16
107,1.1,94,44,89,37,轻度污染,146,9,2019-12-17
101,1.1,81,120,101,46,轻度污染,260,10,2019-12-18
70,1.3,48,14,85,51,良,240,9,2019-12-19
52,1.3,41,56,42,23,良,62,7,2019-12-20
72,1,57,34,56,27,良,99,7,2019-12-21
72,1.2,57,32,83,40,良,171,12,2019-12-22
78,1.1,62,72,80,41,良,156,11,2019-12-23
87,1.1,69,26,68,31,良,92,8,2019-12-24
88,1.1,70,85,84,42,良,105,9,2019-12-25
72,1.2,57,50,76,39,良,244,7,2019-12-26
49,1,39,88,44,21,优,16,7,2019-12-27
90,1.1,72,108,86,47,良,124,9,2019-12-28
113,1.3,105,85,136,68,轻度污染,216,12,2019-12-29
112,1.3,103,115,134,68,轻度污染,212,12,2019-12-30
63,1,46,80,75,42,良,221,10,2019-12-31
59,1,41,52,66,42,良,99,8,2020-01-01
80,1,64,52,71,39,良,115,6,2020-01-02
100,1.1,80,97,96,45,良,118,8,2020-01-03
122,1.2,104,184,136,69,轻度污染,163,10,2020-01-04
84,0.8,67,113,77,40,良,151,7,2020-01-05
78,0.8,62,83,62,24,良,172,7,2020-01-06
92,0.9,73,95,72,32,良,153,7,2020-01-07
77,0.8,61,103,63,30,良,232,7,2020-01-08
97,0.9,77,102,84,35,良,133,9,2020-01-09
85,1,68,86,72,33,良,163,7,2020-01-10
65,1,52,52,71,35,良,198,7,2020-01-11
43,1,34,68,29,13,优,47,5,2020-01-12
69,1,55,45,58,30,良,53,6,2020-01-13
82,1.1,65,71,75,39,良,145,9,2020-01-14
59,0.9,47,103,61,32,良,96,7,2020-01-15
59,1,47,74,58,31,良,110,6,2020-01-16
38,1.2,30,45,23,12,优,33,5,2020-01-17
42,1.2,33,58,38,24,优,36,6,2020-01-18
38,1.1,28,28,38,25,优,65,5,2020-01-19
45,1,36,53,38,26,优,20,6,2020-01-20
60,1,44,112,54,35,良,89,6,2020-01-21
61,0.9,39,113,44,28,良,,5,2020-01-22
57,0.8,34,108,39,25,良,93,5,2020-01-23
41,0.7,24,82,32,20,优,73,5,2020-01-24
42,1,18,33,38,29,优,75,6,2020-01-25
25,1,15,34,9,7,优,23,4,2020-01-26
29,0.8,11,57,13,10,优,18,4,2020-01-27
36,0.6,10,72,16,13,优,23,4,2020-01-28
43,0.7,11,85,28,23,优,40,5,2020-01-29
51,0.6,13,101,34,29,良,62,5,2020-01-30
59,0.6,22,110,36,31,良,63,6,2020-01-31
64,0.7,32,116,50,40,良,142,6,2020-02-01
52,0.7,25,89,48,36,良,118,6,2020-02-02
58,0.8,27,46,50,41,良,216,5,2020-02-03
20,0.7,15,39,6,5,优,11,4,2020-02-04
25,0.8,20,32,16,12,优,6,4,2020-02-05
36,0.6,22,72,28,17,优,53,5,2020-02-06
25,0.8,20,36,21,15,优,170,4,2020-02-07
29,0.7,11,58,13,9,优,5,4,2020-02-08
34,0.7,10,67,20,16,优,29,5,2020-02-09
36,0.7,19,48,31,25,优,53,5,2020-02-10
62,0.9,37,39,53,44,良,160,5,2020-02-11
49,1,36,50,47,34,优,164,5,2020-02-12
45,0.8,36,61,30,20,优,101,5,2020-02-13
40,0.6,32,39,17,11,优,40,5,2020-02-14
30,0.7,19,59,17,12,优,74,4,2020-02-15
25,0.7,9,49,6,4,优,9,4,2020-02-16
42,0.6,11,84,20,13,优,7,5,2020-02-17
48,0.5,22,96,24,16,优,17,6,2020-02-18
62,0.8,49,108,49,34,良,159,7,2020-02-19
64,0.8,51,115,52,35,良,112,6,2020-02-20
80,0.7,48,135,46,30,良,101,6,2020-02-21
84,0.9,45,140,61,44,良,128,6,2020-02-22
92,0.8,40,150,55,37,良,211,7,2020-02-23
70,0.7,29,124,50,25,良,86,6,2020-02-24
52,0.7,34,102,42,21,良,78,5,2020-02-25
59,0.8,42,110,39,22,良,52,5,2020-02-26
54,0.7,43,90,39,22,良,142,6,2020-02-27
44,0.7,34,88,40,23,优,79,6,2020-02-28
62,0.7,44,114,43,25,良,155,6,2020-02-29
42,0.6,30,84,34,19,优,66,6,2020-03-01
35,0.7,28,68,33,20,优,20,6,2020-03-02
49,0.8,39,74,48,26,优,154,7,2020-03-03
35,0.8,28,46,10,6,优,224,5,2020-03-04
39,0.8,31,45,18,11,优,28,6,2020-03-05
48,0.7,38,78,38,21,优,108,6,2020-03-06
63,0.7,50,39,46,23,良,126,6,2020-03-07
40,0.6,32,52,26,12,优,57,6,2020-03-08
43,0.6,34,35,28,13,优,13,6,2020-03-09
48,0.8,17,95,21,12,优,46,6,2020-03-10
54,0.8,43,72,52,34,良,50,8,2020-03-11
79,0.9,63,40,68,34,良,124,8,2020-03-12
63,0.9,50,25,50,26,良,160,6,2020-03-13
59,0.8,19,110,37,23,良,11,6,2020-03-14
63,0.7,31,115,65,37,良,147,7,2020-03-15
77,0.7,40,132,64,30,良,162,8,2020-03-16
64,0.7,51,74,64,27,良,133,7,2020-03-17
72,0.8,57,60,58,33,良,156,7,2020-03-18
63,0.8,50,50,32,21,良,111,8,2020-03-19
78,0.8,62,29,46,29,良,28,6,2020-03-20
63,0.8,50,39,38,22,良,92,6,2020-03-21
59,0.6,37,110,40,21,良,88,6,2020-03-22
70,0.7,42,124,50,26,良,109,7,2020-03-23
69,0.6,36,122,47,26,良,74,6,2020-03-24
66,0.6,33,119,43,20,良,142,6,2020-03-25
48,0.6,38,54,34,18,优,75,6,2020-03-26
49,0.6,39,54,31,15,优,185,6,2020-03-27
38,0.7,30,57,19,10,优,120,6,2020-03-28
53,0.8,42,38,52,24,良,109,7,2020-03-29
35,0.7,28,14,10,5,优,198,5,2020-03-30
35,0.8,28,7,15,9,优,19,5,2020-03-31
39,0.8,31,14,25,13,优,13,6,2020-04-01
45,0.9,36,9,44,22,优,133,6,2020-04-02
49,1,39,9,25,13,优,144,6,2020-04-03
39,0.9,31,31,18,10,优,46,6,2020-04-04
38,0.8,30,48,18,12,优,10,5,2020-04-05
45,0.8,36,24,17,13,优,16,5,2020-04-06
58,0.8,46,54,37,22,良,18,6,2020-04-07
82,1,65,115,82,46,良,209,9,2020-04-08
168,0.9,74,233,84,43,中度污染,209,10,2020-04-09
81,0.7,61,137,60,26,良,127,9,2020-04-10
80,0.8,64,43,70,31,良,191,8,2020-04-11
65,0.7,23,117,22,10,良,11,7,2020-04-12
74,0.6,42,128,48,25,良,48,8,2020-04-13
109,0.9,98,108,111,60,轻度污染,220,15,2020-04-14
177,1,78,242,114,62,中度污染,269,12,2020-04-15
139,0.8,50,202,66,35,轻度污染,120,8,2020-04-16
80,0.7,48,135,55,25,良,39,7,2020-04-17
63,0.7,50,95,62,27,良,138,8,2020-04-18
55,0.7,42,106,58,26,良,157,7,2020-04-19
60,0.7,35,111,46,20,良,186,7,2020-04-20
45,0.7,36,56,41,18,优,137,6,2020-04-21
39,0.9,31,43,20,11,优,139,5,2020-04-22
38,0.9,30,44,16,9,优,39,6,2020-04-23
39,0.7,31,68,28,18,优,4,6,2020-04-24
68,0.8,54,116,54,32,良,127,8,2020-04-25
83,0.9,54,139,63,35,良,258,12,2020-04-26
108,0.8,58,168,71,38,轻度污染,158,10,2020-04-27
201,0.9,69,267,88,46,重度污染,303,11,2020-04-28
147,0.7,43,211,66,26,轻度污染,109,8,2020-04-29
121,0.7,54,183,69,30,轻度污染,167,8,2020-04-30
71,0.6,32,125,46,21,良,88,6,2020-05-01
69,0.7,30,122,46,22,良,64,7,2020-05-02
87,0.6,29,144,43,21,良,115,7,2020-05-03
97,0.6,23,156,38,18,良,113,6,2020-05-04
71,0.6,23,125,35,14,良,48,6,2020-05-05
43,0.6,24,86,31,13,优,87,6,2020-05-06
36,0.6,23,71,28,11,优,19,6,2020-05-07
34,0.6,23,67,26,10,优,69,5,2020-05-08
47,0.6,24,93,32,12,优,72,6,2020-05-09
43,0.7,34,70,32,15,优,61,6,2020-05-10
86,0.7,37,143,32,18,良,104,5,2020-05-11
69,0.9,31,122,42,25,良,21,6,2020-05-12
119,1,48,180,68,42,轻度污染,182,8,2020-05-13
55,0.7,30,106,45,21,良,141,6,2020-05-14
58,0.6,25,109,36,16,良,88,5,2020-05-15
81,0.6,28,137,34,15,良,52,6,2020-05-16
94,0.7,36,152,34,20,良,81,6,2020-05-17
60,0.7,47,112,40,21,良,28,7,2020-05-18
137,0.7,36,200,41,21,轻度污染,95,6,2020-05-19
65,0.7,35,117,34,17,良,37,6,2020-05-20
48,0.7,38,88,25,14,优,17,5,2020-05-21
37,0.8,29,73,17,10,优,16,5,2020-05-22
82,0.8,34,138,40,22,良,45,6,2020-05-23
95,0.8,40,154,43,23,良,134,6,2020-05-24
50,0.7,40,91,29,13,优,158,6,2020-05-25
70,0.7,30,123,29,16,良,73,5,2020-05-26
43,0.9,34,86,34,19,优,36,6,2020-05-27
69,0.9,46,122,62,34,良,155,8,2020-05-28
53,0.8,42,92,44,22,良,249,6,2020-05-29
47,0.7,37,76,26,12,优,40,5,2020-05-30
44,0.7,35,68,29,14,优,144,6,2020-05-31
50,0.8,40,37,28,16,优,60,6,2020-06-01
47,0.8,37,29,26,14,优,131,6,2020-06-02
43,0.7,34,62,30,14,优,145,6,2020-06-03
40,0.6,26,80,28,11,优,101,6,2020-06-04
39,0.6,28,77,26,11,优,105,6,2020-06-05
53,0.7,42,51,26,15,良,110,6,2020-06-06
54,0.8,43,30,27,18,良,95,6,2020-06-07
53,0.8,42,28,25,15,良,105,6,2020-06-08
44,0.7,35,51,26,12,优,150,5,2020-06-09
67,0.8,42,120,31,16,良,76,6,2020-06-10
75,0.6,29,129,29,11,良,132,6,2020-06-11
89,0.6,29,146,30,12,良,132,6,2020-06-12
44,0.6,28,88,30,13,优,77,6,2020-06-13
32,0.6,19,63,16,7,优,,5,2020-06-14
38,0.6,30,74,24,11,优,69,6,2020-06-15
34,0.6,26,67,20,8,优,131,6,2020-06-16
36,0.6,27,72,24,9,优,114,6,2020-06-17
44,0.6,28,87,25,10,优,188,6,2020-06-18
50,0.6,26,99,27,11,优,155,6,2020-06-19
54,0.5,25,104,28,11,良,140,7,2020-06-20
41,0.6,20,82,25,9,优,81,6,2020-06-21
58,0.6,21,109,30,11,良,93,6,2020-06-22
60,0.6,21,112,30,12,良,157,6,2020-06-23
69,0.6,22,122,33,14,良,126,6,2020-06-24
34,0.5,18,68,23,10,优,91,5,2020-06-25
39,0.6,19,78,22,9,优,77,5,2020-06-26
44,0.5,18,87,22,8,优,81,6,2020-06-27
49,0.5,20,98,23,9,优,76,6,2020-06-28
87,0.6,24,144,26,11,良,75,6,2020-06-29
100,0.6,24,160,27,12,良,75,6,2020-06-30
40,0.6,31,80,26,11,优,71,7,2020-07-01
38,0.6,30,62,21,10,优,128,6,2020-07-02
40,0.6,32,59,22,11,优,69,5,2020-07-03
45,0.7,36,38,26,13,优,154,6,2020-07-04
46,0.6,29,92,26,12,优,121,6,2020-07-05
48,0.5,22,95,24,10,优,90,6,2020-07-06
46,0.6,22,91,28,11,优,131,6,2020-07-07
46,0.6,20,91,32,14,优,111,6,2020-07-08
48,0.6,19,96,32,14,优,176,6,2020-07-09
38,0.6,20,76,31,12,优,101,6,2020-07-10
43,0.6,18,86,30,11,优,119,6,2020-07-11
54,0.6,18,104,26,10,良,109,6,2020-07-12
88,0.6,23,145,30,12,良,87,6,2020-07-13
158,0.7,30,223,45,22,中度污染,169,8,2020-07-14
99,0.6,23,158,32,14,良,168,6,2020-07-15
50,0.5,18,100,23,8,优,102,6,2020-07-16
40,0.5,19,80,25,8,优,93,5,2020-07-17
48,0.6,18,95,23,8,优,76,6,2020-07-18
50,0.5,17,100,23,8,优,52,6,2020-07-19
52,0.5,21,102,25,9,良,73,6,2020-07-20
62,0.6,26,114,28,12,良,111,6,2020-07-21
61,0.5,27,113,25,11,良,165,6,2020-07-22
102,0.5,26,162,27,12,轻度污染,44,6,2020-07-23
125,0.6,25,187,30,13,轻度污染,77,6,2020-07-24
113,0.6,27,174,36,16,轻度污染,121,8,2020-07-25
84,0.6,23,140,33,14,良,141,6,2020-07-26
59,0.6,21,110,24,9,良,110,6,2020-07-27
70,0.6,22,123,27,10,良,107,6,2020-07-28
89,0.6,28,146,32,13,良,102,7,2020-07-29
63,0.6,31,115,29,12,良,211,8,2020-07-30
30,0.6,24,56,22,10,优,209,6,2020-07-31
27,0.5,21,46,14,6,优,7,6,2020-08-01
36,0.6,22,71,14,7,优,19,6,2020-08-02
38,0.6,30,63,17,9,优,61,6,2020-08-03
49,0.6,36,97,21,11,优,148,6,2020-08-04
39,0.6,31,22,16,8,优,59,6,2020-08-05
70,0.6,27,123,22,11,良,85,7,2020-08-06
55,0.6,28,105,30,12,良,106,7,2020-08-07
88,0.6,30,145,31,12,良,132,7,2020-08-08
103,0.6,22,163,29,12,轻度污染,138,7,2020-08-09
89,0.6,22,146,28,11,良,85,6,2020-08-10
44,0.6,22,87,24,9,优,82,6,2020-08-11
35,0.6,28,66,19,10,优,32,6,2020-08-12
35,0.6,28,44,18,9,优,192,6,2020-08-13
38,0.6,30,65,26,13,优,151,6,2020-08-14
40,0.6,31,80,26,12,优,234,6,2020-08-15
74,0.6,32,128,30,14,良,175,7,2020-08-16
44,0.6,35,80,37,19,优,243,7,2020-08-17
52,0.6,32,102,34,16,良,205,7,2020-08-18
30,0.5,24,47,13,6,优,27,6,2020-08-19
67,0.6,33,120,29,14,良,139,7,2020-08-20
143,0.7,40,207,54,30,轻度污染,244,7,2020-08-21
161,0.7,39,226,55,35,中度污染,284,8,2020-08-22
135,0.7,39,198,51,31,轻度污染,206,7,2020-08-23
113,0.6,29,174,45,26,轻度污染,206,8,2020-08-24
98,0.6,24,157,37,19,良,137,8,2020-08-25
75,0.6,27,130,30,14,良,67,7,2020-08-26
96,0.7,33,155,34,20,良,53,6,2020-08-27
139,0.8,41,202,59,34,轻度污染,218,9,2020-08-28
140,0.9,49,204,69,44,轻度污染,245,9,2020-08-29
117,0.8,36,178,66,42,轻度污染,259,8,2020-08-30
80,0.8,31,136,45,30,良,250,6,2020-08-31
101,0.9,36,161,53,32,轻度污染,206,8,2020-09-01
130,1,49,192,72,44,轻度污染,78,10,2020-09-02
117,1,45,178,84,52,轻度污染,323,10,2020-09-03
85,1,48,141,70,46,良,319,8,2020-09-04
65,0.8,47,118,43,27,良,204,8,2020-09-05
164,0.8,48,229,58,32,中度污染,226,9,2020-09-06
49,0.7,38,98,30,16,优,46,7,2020-09-07
54,0.7,43,32,26,13,良,105,7,2020-09-08
59,0.8,47,82,31,16,良,171,7,2020-09-09
62,0.8,45,114,39,22,良,164,10,2020-09-10
54,0.7,43,83,37,15,良,173,8,2020-09-11
75,0.7,31,130,24,13,良,282,6,2020-09-12
75,0.8,36,129,33,21,良,55,7,2020-09-13
54,0.8,40,104,40,24,良,172,8,2020-09-14
55,0.8,44,47,27,16,良,138,7,2020-09-15
49,0.8,39,76,27,13,优,53,8,2020-09-16
43,0.7,30,85,28,12,优,213,7,2020-09-17
34,0.7,27,46,20,10,优,72,6,2020-09-18
34,0.7,27,59,18,9,优,47,5,2020-09-19
65,0.7,27,118,25,12,良,93,6,2020-09-20
45,0.7,36,89,31,14,优,157,7,2020-09-21
72,0.8,35,126,35,16,良,105,6,2020-09-22
63,0.8,40,115,36,17,良,178,6,2020-09-23
48,0.9,29,95,29,14,优,80,6,2020-09-24
75,0.9,35,129,37,19,良,103,6,2020-09-25
66,0.9,44,119,48,28,良,199,8,2020-09-26
40,0.8,32,48,22,11,优,79,6,2020-09-27
48,0.8,38,74,40,20,优,71,6,2020-09-28
96,0.9,48,155,53,28,良,245,8,2020-09-29
50,0.9,40,65,31,16,优,129,7,2020-09-30
44,0.8,22,88,24,13,优,24,6,2020-10-01
119,0.7,23,180,42,24,轻度污染,131,7,2020-10-02
107,0.8,31,167,47,25,轻度污染,190,7,2020-10-03
140,0.9,41,204,65,37,轻度污染,257,8,2020-10-04
40,1,27,77,40,22,优,320,7,2020-10-05
42,0.9,22,83,29,16,优,94,6,2020-10-06
36,0.8,21,71,26,14,优,68,6,2020-10-07
37,0.8,21,74,27,16,优,47,6,2020-10-08
49,0.8,25,98,42,26,优,64,7,2020-10-09
89,0.8,36,146,54,31,良,119,9,2020-10-10
98,0.8,43,157,64,36,良,197,10,2020-10-11
97,0.8,33,156,59,33,良,243,9,2020-10-12
53,0.7,28,103,47,28,良,161,8,2020-10-13
43,0.7,34,59,33,19,优,43,7,2020-10-14
51,0.8,35,101,48,29,良,163,8,2020-10-15
50,0.7,27,99,48,28,优,159,7,2020-10-16
40,0.7,22,80,23,12,优,132,6,2020-10-17
44,0.7,20,88,27,15,优,66,6,2020-10-18
45,0.6,20,90,24,13,优,24,6,2020-10-19
50,0.7,22,99,36,21,优,27,6,2020-10-20
47,0.8,25,93,39,23,优,79,7,2020-10-21
49,0.7,22,98,38,21,优,78,8,2020-10-22
67,0.6,26,120,74,31,良,121,9,2020-10-23
64,0.6,31,116,76,31,良,177,10,2020-10-24
76,0.7,49,131,81,37,良,150,11,2020-10-25
117,0.9,70,178,97,46,轻度污染,184,11,2020-10-26
100,0.9,62,159,85,42,良,189,10,2020-10-27
66,0.9,51,119,78,43,良,248,10,2020-10-28
57,0.9,39,73,52,40,良,191,6,2020-10-29
57,0.8,39,80,55,40,良,63,6,2020-10-30
62,0.8,47,105,66,44,良,140,7,2020-10-31
109,0.9,56,169,80,45,轻度污染,267,9,2020-11-01
65,0.8,33,117,68,44,良,237,8,2020-11-02
64,0.8,25,116,48,31,良,99,7,2020-11-03
63,0.9,38,114,72,45,良,224,9,2020-11-04
100,1,60,160,91,50,良,192,11,2020-11-05
104,0.9,67,164,89,47,轻度污染,226,11,2020-11-06
92,0.9,38,150,73,42,良,146,12,2020-11-07
97,0.7,26,156,67,36,良,133,11,2020-11-08
100,0.6,31,159,79,33,良,113,12,2020-11-09
100,0.7,38,159,88,41,良,146,12,2020-11-10
80,0.7,48,136,79,38,良,135,10,2020-11-11
80,0.7,53,136,69,35,良,148,11,2020-11-12
74,0.6,45,128,62,32,良,135,10,2020-11-13
53,0.6,35,93,56,33,良,112,8,2020-11-14
